34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:24:21.0 (50951)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:24:21.0 (76384)|EXECUTION_STARTED
14:24:21.0 (80011)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:24:21.0 (91843)|SYSTEM_MODE_ENTER|true
14:24:21.0 (1144298)|HEAP_ALLOCATE|[72]|Bytes:3
14:24:21.0 (1205562)|HEAP_ALLOCATE|[77]|Bytes:152
14:24:21.0 (1227113)|HEAP_ALLOCATE|[342]|Bytes:408
14:24:21.0 (1247810)|HEAP_ALLOCATE|[355]|Bytes:408
14:24:21.0 (1267974)|HEAP_ALLOCATE|[467]|Bytes:48
14:24:21.0 (1303258)|HEAP_ALLOCATE|[139]|Bytes:6
14:24:21.0 (1411414)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:24:21.0 (1440684)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:24:21.0 (1496710)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:24:21.0 (1507293)|STATEMENT_EXECUTE|[1]
14:24:21.0 (1513708)|STATEMENT_EXECUTE|[1]
14:24:21.0 (1569359)|HEAP_ALLOCATE|[50]|Bytes:5
14:24:21.0 (1641096)|HEAP_ALLOCATE|[56]|Bytes:5
14:24:21.0 (1668286)|HEAP_ALLOCATE|[64]|Bytes:7
14:24:21.0 (1710883)|SYSTEM_MODE_ENTER|false
14:24:21.0 (1734549)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:24:21.0 (1751964)|SYSTEM_MODE_EXIT|false
14:24:21.0 (1784766)|METHOD_EXIT|[1]|potential_Manager
14:24:21.0 (1804243)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:24:21.0 (1840354)|VARIABLE_ASSIGNMENT|[23]|name|""
14:24:21.0 (1858276)|SYSTEM_MODE_ENTER|false
14:24:21.0 (1867245)|HEAP_ALLOCATE|[24]|Bytes:5
14:24:21.0 (1876074)|STATEMENT_EXECUTE|[23]
14:24:21.0 (1879453)|STATEMENT_EXECUTE|[24]
14:24:21.0 (1883535)|HEAP_ALLOCATE|[24]|Bytes:1
14:24:21.0 (1904881)|HEAP_ALLOCATE|[24]|Bytes:1
14:24:21.0 (1921389)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:24:21.0 (1926089)|STATEMENT_EXECUTE|[25]
14:24:21.0 (1928816)|HEAP_ALLOCATE|[25]|Bytes:65
14:24:21.0 (1943300)|HEAP_ALLOCATE|[25]|Bytes:4
14:24:21.0 (3069475)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:24:21.0 (5861462)|SOQL_EXECUTE_END|[25]|Rows:10
14:24:21.0 (5888653)|HEAP_ALLOCATE|[25]|Bytes:44
14:24:21.0 (5937691)|HEAP_ALLOCATE|[25]|Bytes:1568
14:24:21.0 (6035961)|HEAP_ALLOCATE|[25]|Bytes:44
14:24:21.0 (6052489)|SYSTEM_MODE_EXIT|false
14:24:21.0 (6167793)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:24:21.0 (7666258)|EXECUTION_FINISHED
