34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:57:19.0 (73239)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
16:57:19.0 (115690)|EXECUTION_STARTED
16:57:19.0 (121360)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002ugfO|VFRemote: CustomerEvangelist invoke(selectPurchased)
16:57:19.0 (137192)|SYSTEM_MODE_ENTER|true
16:57:19.0 (1051897)|HEAP_ALLOCATE|[72]|Bytes:3
16:57:19.0 (1140764)|HEAP_ALLOCATE|[77]|Bytes:152
16:57:19.0 (1184773)|HEAP_ALLOCATE|[342]|Bytes:408
16:57:19.0 (1210022)|HEAP_ALLOCATE|[355]|Bytes:408
16:57:19.0 (1230086)|HEAP_ALLOCATE|[467]|Bytes:48
16:57:19.0 (1267954)|HEAP_ALLOCATE|[139]|Bytes:6
16:57:19.0 (1302777)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:176
16:57:19.0 (1330245)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
16:57:19.0 (1352945)|METHOD_ENTRY|[1]|01p1H000006LIeu|CustomerEvangelist.CustomerEvangelist()
16:57:19.0 (1360638)|STATEMENT_EXECUTE|[1]
16:57:19.0 (1365925)|STATEMENT_EXECUTE|[1]
16:57:19.0 (1400456)|HEAP_ALLOCATE|[50]|Bytes:5
16:57:19.0 (1428084)|HEAP_ALLOCATE|[56]|Bytes:5
16:57:19.0 (1438880)|HEAP_ALLOCATE|[64]|Bytes:7
16:57:19.0 (1466460)|SYSTEM_MODE_ENTER|false
16:57:19.0 (1488409)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:57:19.0 (1501075)|SYSTEM_MODE_EXIT|false
16:57:19.0 (1531297)|METHOD_EXIT|[1]|CustomerEvangelist
16:57:19.0 (1555004)|VARIABLE_SCOPE_BEGIN|[17]|name|String|false|false
16:57:19.0 (1582650)|VARIABLE_ASSIGNMENT|[17]|name|""
16:57:19.0 (1602072)|SYSTEM_MODE_ENTER|false
16:57:19.0 (1608214)|HEAP_ALLOCATE|[18]|Bytes:5
16:57:19.0 (1613694)|STATEMENT_EXECUTE|[17]
16:57:19.0 (1615855)|STATEMENT_EXECUTE|[18]
16:57:19.0 (1619308)|HEAP_ALLOCATE|[18]|Bytes:1
16:57:19.0 (1646123)|HEAP_ALLOCATE|[18]|Bytes:1
16:57:19.0 (1660789)|VARIABLE_ASSIGNMENT|[18]|name|"%"
16:57:19.0 (1668577)|STATEMENT_EXECUTE|[19]
16:57:19.0 (1672992)|HEAP_ALLOCATE|[19]|Bytes:141
16:57:19.0 (1702623)|HEAP_ALLOCATE|[19]|Bytes:4
16:57:19.0 (5733926)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:2|SELECT Name, (SELECT FirstName, LastName FROM Contacts), (SELECT Product__c FROM AccountPurchased__r) FROM Account WHERE Name = 'Exxon Mobil'
16:57:19.0 (19441336)|SOQL_EXECUTE_END|[19]|Rows:1
16:57:19.0 (19512954)|HEAP_ALLOCATE|[19]|Bytes:8
16:57:19.0 (19566428)|HEAP_ALLOCATE|[19]|Bytes:676
16:57:19.0 (19637896)|HEAP_ALLOCATE|[19]|Bytes:8
16:57:19.0 (19671355)|SYSTEM_MODE_EXIT|false
16:57:19.0 (19896705)|CODE_UNIT_FINISHED|VFRemote: CustomerEvangelist invoke(selectPurchased)
16:57:19.0 (21196311)|EXECUTION_FINISHED
