34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:51:29.0 (64688)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
13:51:29.0 (111380)|EXECUTION_STARTED
13:51:29.0 (116091)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
13:51:29.0 (130024)|SYSTEM_MODE_ENTER|true
13:51:29.0 (1026009)|HEAP_ALLOCATE|[72]|Bytes:3
13:51:29.0 (1095988)|HEAP_ALLOCATE|[77]|Bytes:152
13:51:29.0 (1111147)|HEAP_ALLOCATE|[342]|Bytes:408
13:51:29.0 (1125194)|HEAP_ALLOCATE|[355]|Bytes:408
13:51:29.0 (1137218)|HEAP_ALLOCATE|[467]|Bytes:48
13:51:29.0 (1164530)|HEAP_ALLOCATE|[139]|Bytes:6
13:51:29.0 (1180530)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
13:51:29.0 (1199404)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
13:51:29.0 (1223677)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
13:51:29.0 (1234233)|STATEMENT_EXECUTE|[1]
13:51:29.0 (1240533)|STATEMENT_EXECUTE|[1]
13:51:29.0 (1278381)|HEAP_ALLOCATE|[50]|Bytes:5
13:51:29.0 (1300723)|HEAP_ALLOCATE|[56]|Bytes:5
13:51:29.0 (1308477)|HEAP_ALLOCATE|[64]|Bytes:7
13:51:29.0 (1331658)|SYSTEM_MODE_ENTER|false
13:51:29.0 (1347169)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
13:51:29.0 (1357033)|SYSTEM_MODE_EXIT|false
13:51:29.0 (1387489)|METHOD_EXIT|[1]|potential_Manager
13:51:29.0 (1405104)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
13:51:29.0 (1430958)|VARIABLE_ASSIGNMENT|[23]|name|""
13:51:29.0 (1446168)|SYSTEM_MODE_ENTER|false
13:51:29.0 (1452215)|HEAP_ALLOCATE|[24]|Bytes:5
13:51:29.0 (1457467)|STATEMENT_EXECUTE|[23]
13:51:29.0 (1459351)|STATEMENT_EXECUTE|[24]
13:51:29.0 (1462661)|HEAP_ALLOCATE|[24]|Bytes:1
13:51:29.0 (1477874)|HEAP_ALLOCATE|[24]|Bytes:1
13:51:29.0 (1489779)|VARIABLE_ASSIGNMENT|[24]|name|"%"
13:51:29.0 (1494014)|STATEMENT_EXECUTE|[25]
13:51:29.0 (1497028)|HEAP_ALLOCATE|[25]|Bytes:65
13:51:29.0 (1513560)|HEAP_ALLOCATE|[25]|Bytes:4
13:51:29.0 (2468368)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
13:51:29.0 (5253808)|SOQL_EXECUTE_END|[25]|Rows:10
13:51:29.0 (5287901)|HEAP_ALLOCATE|[25]|Bytes:44
13:51:29.0 (5335026)|HEAP_ALLOCATE|[25]|Bytes:1568
13:51:29.0 (5376040)|HEAP_ALLOCATE|[25]|Bytes:44
13:51:29.0 (5394575)|SYSTEM_MODE_EXIT|false
13:51:29.0 (5541043)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
13:51:29.0 (7228037)|EXECUTION_FINISHED
