34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:59:44.0 (96130)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
16:59:44.0 (134615)|EXECUTION_STARTED
16:59:44.0 (139092)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002ugfO|VFRemote: CustomerEvangelist invoke(selectPurchased)
16:59:44.0 (153210)|SYSTEM_MODE_ENTER|true
16:59:44.0 (1285121)|HEAP_ALLOCATE|[72]|Bytes:3
16:59:44.0 (1341953)|HEAP_ALLOCATE|[77]|Bytes:152
16:59:44.0 (1359997)|HEAP_ALLOCATE|[342]|Bytes:408
16:59:44.0 (1375302)|HEAP_ALLOCATE|[355]|Bytes:408
16:59:44.0 (1386642)|HEAP_ALLOCATE|[467]|Bytes:48
16:59:44.0 (1414009)|HEAP_ALLOCATE|[139]|Bytes:6
16:59:44.0 (1430799)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:176
16:59:44.0 (1450220)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
16:59:44.0 (1496154)|METHOD_ENTRY|[1]|01p1H000006LIeu|CustomerEvangelist.CustomerEvangelist()
16:59:44.0 (1504130)|STATEMENT_EXECUTE|[1]
16:59:44.0 (1510039)|STATEMENT_EXECUTE|[1]
16:59:44.0 (1546855)|HEAP_ALLOCATE|[50]|Bytes:5
16:59:44.0 (1570280)|HEAP_ALLOCATE|[56]|Bytes:5
16:59:44.0 (1577258)|HEAP_ALLOCATE|[64]|Bytes:7
16:59:44.0 (1605184)|SYSTEM_MODE_ENTER|false
16:59:44.0 (1619892)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:59:44.0 (1628551)|SYSTEM_MODE_EXIT|false
16:59:44.0 (1650384)|METHOD_EXIT|[1]|CustomerEvangelist
16:59:44.0 (1664847)|VARIABLE_SCOPE_BEGIN|[17]|name|String|false|false
16:59:44.0 (1690711)|VARIABLE_ASSIGNMENT|[17]|name|""
16:59:44.0 (1706010)|SYSTEM_MODE_ENTER|false
16:59:44.0 (1711267)|HEAP_ALLOCATE|[18]|Bytes:5
16:59:44.0 (1716580)|STATEMENT_EXECUTE|[17]
16:59:44.0 (1718464)|STATEMENT_EXECUTE|[18]
16:59:44.0 (1721054)|HEAP_ALLOCATE|[18]|Bytes:1
16:59:44.0 (1740632)|HEAP_ALLOCATE|[18]|Bytes:1
16:59:44.0 (1750885)|VARIABLE_ASSIGNMENT|[18]|name|"%"
16:59:44.0 (1755734)|STATEMENT_EXECUTE|[19]
16:59:44.0 (1758655)|HEAP_ALLOCATE|[19]|Bytes:141
16:59:44.0 (1782273)|HEAP_ALLOCATE|[19]|Bytes:4
16:59:44.0 (5671959)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:2|SELECT Name, (SELECT FirstName, LastName FROM Contacts), (SELECT Product__c FROM AccountPurchased__r) FROM Account WHERE Name = 'Exxon Mobil'
16:59:44.0 (15289016)|SOQL_EXECUTE_END|[19]|Rows:1
16:59:44.0 (15329499)|HEAP_ALLOCATE|[19]|Bytes:8
16:59:44.0 (15360608)|HEAP_ALLOCATE|[19]|Bytes:676
16:59:44.0 (15391425)|HEAP_ALLOCATE|[19]|Bytes:8
16:59:44.0 (15414298)|SYSTEM_MODE_EXIT|false
16:59:44.0 (15561829)|CODE_UNIT_FINISHED|VFRemote: CustomerEvangelist invoke(selectPurchased)
16:59:44.0 (17070185)|EXECUTION_FINISHED
