34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:37:06.0 (54034)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:37:06.0 (83348)|EXECUTION_STARTED
14:37:06.0 (88302)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:37:06.0 (102015)|SYSTEM_MODE_ENTER|true
14:37:06.0 (1089716)|HEAP_ALLOCATE|[72]|Bytes:3
14:37:06.0 (1152947)|HEAP_ALLOCATE|[77]|Bytes:152
14:37:06.0 (1168822)|HEAP_ALLOCATE|[342]|Bytes:408
14:37:06.0 (1181779)|HEAP_ALLOCATE|[355]|Bytes:408
14:37:06.0 (1193149)|HEAP_ALLOCATE|[467]|Bytes:48
14:37:06.0 (1225862)|HEAP_ALLOCATE|[139]|Bytes:6
14:37:06.0 (1242231)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:37:06.0 (1263034)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:37:06.0 (1287300)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:37:06.0 (1308744)|STATEMENT_EXECUTE|[1]
14:37:06.0 (1367668)|STATEMENT_EXECUTE|[1]
14:37:06.0 (1420669)|HEAP_ALLOCATE|[50]|Bytes:5
14:37:06.0 (1454042)|HEAP_ALLOCATE|[56]|Bytes:5
14:37:06.0 (1465881)|HEAP_ALLOCATE|[64]|Bytes:7
14:37:06.0 (1486201)|SYSTEM_MODE_ENTER|false
14:37:06.0 (1506647)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:37:06.0 (1515413)|SYSTEM_MODE_EXIT|false
14:37:06.0 (1536545)|METHOD_EXIT|[1]|potential_Manager
14:37:06.0 (1549795)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:37:06.0 (1577069)|VARIABLE_ASSIGNMENT|[23]|name|""
14:37:06.0 (1596294)|SYSTEM_MODE_ENTER|false
14:37:06.0 (1602242)|HEAP_ALLOCATE|[24]|Bytes:5
14:37:06.0 (1607924)|STATEMENT_EXECUTE|[23]
14:37:06.0 (1609992)|STATEMENT_EXECUTE|[24]
14:37:06.0 (1613233)|HEAP_ALLOCATE|[24]|Bytes:1
14:37:06.0 (1632368)|HEAP_ALLOCATE|[24]|Bytes:1
14:37:06.0 (1643429)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:37:06.0 (1648590)|STATEMENT_EXECUTE|[25]
14:37:06.0 (1651077)|HEAP_ALLOCATE|[25]|Bytes:65
14:37:06.0 (1670166)|HEAP_ALLOCATE|[25]|Bytes:4
14:37:06.0 (2591270)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:37:06.0 (4989829)|SOQL_EXECUTE_END|[25]|Rows:10
14:37:06.0 (5013501)|HEAP_ALLOCATE|[25]|Bytes:44
14:37:06.0 (5057489)|HEAP_ALLOCATE|[25]|Bytes:1568
14:37:06.0 (5094728)|HEAP_ALLOCATE|[25]|Bytes:44
14:37:06.0 (5112728)|SYSTEM_MODE_EXIT|false
14:37:06.0 (5213415)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:37:06.0 (6413637)|EXECUTION_FINISHED
