34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:05:13.0 (67529)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:05:13.0 (102123)|EXECUTION_STARTED
14:05:13.0 (106678)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPurchased)
14:05:13.0 (121574)|SYSTEM_MODE_ENTER|true
14:05:13.0 (628296)|HEAP_ALLOCATE|[72]|Bytes:3
14:05:13.0 (662083)|HEAP_ALLOCATE|[77]|Bytes:152
14:05:13.0 (676692)|HEAP_ALLOCATE|[342]|Bytes:408
14:05:13.0 (690015)|HEAP_ALLOCATE|[355]|Bytes:408
14:05:13.0 (701577)|HEAP_ALLOCATE|[467]|Bytes:48
14:05:13.0 (728467)|HEAP_ALLOCATE|[139]|Bytes:6
14:05:13.0 (743521)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:05:13.0 (749043)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:05:13.0 (758441)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:05:13.0 (764328)|STATEMENT_EXECUTE|[1]
14:05:13.0 (769170)|STATEMENT_EXECUTE|[1]
14:05:13.0 (796413)|HEAP_ALLOCATE|[50]|Bytes:5
14:05:13.0 (813136)|HEAP_ALLOCATE|[56]|Bytes:5
14:05:13.0 (820592)|HEAP_ALLOCATE|[64]|Bytes:7
14:05:13.0 (834404)|SYSTEM_MODE_ENTER|false
14:05:13.0 (842452)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:05:13.0 (848903)|SYSTEM_MODE_EXIT|false
14:05:13.0 (856741)|METHOD_EXIT|[1]|potential_Manager
14:05:13.0 (867535)|VARIABLE_SCOPE_BEGIN|[32]|name|String|false|false
14:05:13.0 (893647)|VARIABLE_ASSIGNMENT|[32]|name|""
14:05:13.0 (903722)|SYSTEM_MODE_ENTER|false
14:05:13.0 (908573)|HEAP_ALLOCATE|[33]|Bytes:5
14:05:13.0 (912725)|STATEMENT_EXECUTE|[32]
14:05:13.0 (914970)|STATEMENT_EXECUTE|[33]
14:05:13.0 (918427)|HEAP_ALLOCATE|[33]|Bytes:1
14:05:13.0 (931472)|HEAP_ALLOCATE|[33]|Bytes:1
14:05:13.0 (941596)|VARIABLE_ASSIGNMENT|[33]|name|"%"
14:05:13.0 (945604)|STATEMENT_EXECUTE|[34]
14:05:13.0 (948507)|HEAP_ALLOCATE|[34]|Bytes:283
14:05:13.0 (963324)|HEAP_ALLOCATE|[34]|Bytes:4
14:05:13.0 (4696039)|SOQL_EXECUTE_BEGIN|[34]|Aggregations:2|SELECT Name, NumberOfEmployees, BillingAddress, Industry, (SELECT FirstName, LastName FROM Contacts), (SELECT Product__c FROM AccountPurchased__r) FROM Account WHERE (NumberOfEmployees > 10000 AND (Name = 'AXA' OR Name = 'Exxon Mobil' OR Name = 'General Electric' OR Name = 'Apple'))
14:05:13.0 (17961767)|SOQL_EXECUTE_END|[34]|Rows:4
14:05:13.0 (18011015)|HEAP_ALLOCATE|[34]|Bytes:20
14:05:13.0 (18072511)|HEAP_ALLOCATE|[34]|Bytes:2062
14:05:13.0 (18102800)|HEAP_ALLOCATE|[34]|Bytes:20
14:05:13.0 (18122685)|SYSTEM_MODE_EXIT|false
14:05:13.0 (18246388)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPurchased)
14:05:13.0 (39634376)|EXECUTION_FINISHED
