34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:50:15.0 (72697)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
11:50:15.0 (110464)|EXECUTION_STARTED
11:50:15.0 (115240)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
11:50:15.0 (131902)|SYSTEM_MODE_ENTER|true
11:50:15.0 (1841193)|HEAP_ALLOCATE|[72]|Bytes:3
11:50:15.0 (1905887)|HEAP_ALLOCATE|[77]|Bytes:152
11:50:15.0 (1920475)|HEAP_ALLOCATE|[342]|Bytes:408
11:50:15.0 (1932648)|HEAP_ALLOCATE|[355]|Bytes:408
11:50:15.0 (1943541)|HEAP_ALLOCATE|[467]|Bytes:48
11:50:15.0 (1970089)|HEAP_ALLOCATE|[139]|Bytes:6
11:50:15.0 (1986583)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
11:50:15.0 (2005311)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
11:50:15.0 (2030249)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
11:50:15.0 (2037744)|STATEMENT_EXECUTE|[1]
11:50:15.0 (2043536)|STATEMENT_EXECUTE|[1]
11:50:15.0 (2077056)|HEAP_ALLOCATE|[50]|Bytes:5
11:50:15.0 (2099616)|HEAP_ALLOCATE|[56]|Bytes:5
11:50:15.0 (2107569)|HEAP_ALLOCATE|[64]|Bytes:7
11:50:15.0 (2123390)|SYSTEM_MODE_ENTER|false
11:50:15.0 (2138023)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:50:15.0 (2146273)|SYSTEM_MODE_EXIT|false
11:50:15.0 (2166000)|METHOD_EXIT|[1]|potential_Manager
11:50:15.0 (2178732)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
11:50:15.0 (2204914)|VARIABLE_ASSIGNMENT|[23]|name|""
11:50:15.0 (2220524)|SYSTEM_MODE_ENTER|false
11:50:15.0 (2225960)|HEAP_ALLOCATE|[24]|Bytes:5
11:50:15.0 (2231304)|STATEMENT_EXECUTE|[23]
11:50:15.0 (2233135)|STATEMENT_EXECUTE|[24]
11:50:15.0 (2235924)|HEAP_ALLOCATE|[24]|Bytes:1
11:50:15.0 (2254761)|HEAP_ALLOCATE|[24]|Bytes:1
11:50:15.0 (2264971)|VARIABLE_ASSIGNMENT|[24]|name|"%"
11:50:15.0 (2269458)|STATEMENT_EXECUTE|[25]
11:50:15.0 (2271862)|HEAP_ALLOCATE|[25]|Bytes:65
11:50:15.0 (2295172)|HEAP_ALLOCATE|[25]|Bytes:4
11:50:15.0 (3232319)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
11:50:15.0 (5940428)|SOQL_EXECUTE_END|[25]|Rows:10
11:50:15.0 (5964514)|HEAP_ALLOCATE|[25]|Bytes:44
11:50:15.0 (6006627)|HEAP_ALLOCATE|[25]|Bytes:1568
11:50:15.0 (6046672)|HEAP_ALLOCATE|[25]|Bytes:44
11:50:15.0 (6062562)|SYSTEM_MODE_EXIT|false
11:50:15.0 (6165543)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
11:50:15.0 (7430773)|EXECUTION_FINISHED
