34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
17:02:05.0 (64413)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
17:02:05.0 (104014)|EXECUTION_STARTED
17:02:05.0 (108692)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002ugfO|VFRemote: CustomerEvangelist invoke(selectPurchased)
17:02:05.0 (121393)|SYSTEM_MODE_ENTER|true
17:02:05.0 (1069324)|HEAP_ALLOCATE|[72]|Bytes:3
17:02:05.0 (1102598)|HEAP_ALLOCATE|[77]|Bytes:152
17:02:05.0 (1115660)|HEAP_ALLOCATE|[342]|Bytes:408
17:02:05.0 (1129347)|HEAP_ALLOCATE|[355]|Bytes:408
17:02:05.0 (1141706)|HEAP_ALLOCATE|[467]|Bytes:48
17:02:05.0 (1164352)|HEAP_ALLOCATE|[139]|Bytes:6
17:02:05.0 (1178660)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:176
17:02:05.0 (1183970)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
17:02:05.0 (1195193)|METHOD_ENTRY|[1]|01p1H000006LIeu|CustomerEvangelist.CustomerEvangelist()
17:02:05.0 (1201295)|STATEMENT_EXECUTE|[1]
17:02:05.0 (1204800)|STATEMENT_EXECUTE|[1]
17:02:05.0 (1233068)|HEAP_ALLOCATE|[50]|Bytes:5
17:02:05.0 (1251378)|HEAP_ALLOCATE|[56]|Bytes:5
17:02:05.0 (1259247)|HEAP_ALLOCATE|[64]|Bytes:7
17:02:05.0 (1273362)|SYSTEM_MODE_ENTER|false
17:02:05.0 (1282698)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
17:02:05.0 (1289105)|SYSTEM_MODE_EXIT|false
17:02:05.0 (1295742)|METHOD_EXIT|[1]|CustomerEvangelist
17:02:05.0 (1306875)|VARIABLE_SCOPE_BEGIN|[17]|name|String|false|false
17:02:05.0 (1331511)|VARIABLE_ASSIGNMENT|[17]|name|""
17:02:05.0 (1341811)|SYSTEM_MODE_ENTER|false
17:02:05.0 (1346762)|HEAP_ALLOCATE|[18]|Bytes:5
17:02:05.0 (1351674)|STATEMENT_EXECUTE|[17]
17:02:05.0 (1353467)|STATEMENT_EXECUTE|[18]
17:02:05.0 (1356304)|HEAP_ALLOCATE|[18]|Bytes:1
17:02:05.0 (1369040)|HEAP_ALLOCATE|[18]|Bytes:1
17:02:05.0 (1378145)|VARIABLE_ASSIGNMENT|[18]|name|"%"
17:02:05.0 (1382602)|STATEMENT_EXECUTE|[19]
17:02:05.0 (1385015)|HEAP_ALLOCATE|[19]|Bytes:141
17:02:05.0 (1398564)|HEAP_ALLOCATE|[19]|Bytes:4
17:02:05.0 (4571169)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:2|SELECT Name, (SELECT FirstName, LastName FROM Contacts), (SELECT Product__c FROM AccountPurchased__r) FROM Account WHERE Name = 'Exxon Mobil'
17:02:05.0 (13359861)|SOQL_EXECUTE_END|[19]|Rows:1
17:02:05.0 (13397421)|HEAP_ALLOCATE|[19]|Bytes:8
17:02:05.0 (13429219)|HEAP_ALLOCATE|[19]|Bytes:676
17:02:05.0 (13461776)|HEAP_ALLOCATE|[19]|Bytes:8
17:02:05.0 (13479154)|SYSTEM_MODE_EXIT|false
17:02:05.0 (13594498)|CODE_UNIT_FINISHED|VFRemote: CustomerEvangelist invoke(selectPurchased)
17:02:05.0 (14873153)|EXECUTION_FINISHED
