34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:28:22.0 (66772)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:28:22.0 (103668)|EXECUTION_STARTED
14:28:22.0 (107814)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:28:22.0 (118385)|SYSTEM_MODE_ENTER|true
14:28:22.0 (350444)|HEAP_ALLOCATE|[72]|Bytes:3
14:28:22.0 (373962)|HEAP_ALLOCATE|[77]|Bytes:152
14:28:22.0 (384906)|HEAP_ALLOCATE|[342]|Bytes:408
14:28:22.0 (395561)|HEAP_ALLOCATE|[355]|Bytes:408
14:28:22.0 (405638)|HEAP_ALLOCATE|[467]|Bytes:48
14:28:22.0 (426159)|HEAP_ALLOCATE|[139]|Bytes:6
14:28:22.0 (492131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:28:22.0 (498789)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:28:22.0 (507986)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:28:22.0 (513821)|STATEMENT_EXECUTE|[1]
14:28:22.0 (519020)|STATEMENT_EXECUTE|[1]
14:28:22.0 (544379)|HEAP_ALLOCATE|[50]|Bytes:5
14:28:22.0 (560417)|HEAP_ALLOCATE|[56]|Bytes:5
14:28:22.0 (567041)|HEAP_ALLOCATE|[64]|Bytes:7
14:28:22.0 (581456)|SYSTEM_MODE_ENTER|false
14:28:22.0 (591068)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:28:22.0 (596923)|SYSTEM_MODE_EXIT|false
14:28:22.0 (604126)|METHOD_EXIT|[1]|potential_Manager
14:28:22.0 (613089)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:28:22.0 (636360)|VARIABLE_ASSIGNMENT|[23]|name|""
14:28:22.0 (645317)|SYSTEM_MODE_ENTER|false
14:28:22.0 (650218)|HEAP_ALLOCATE|[24]|Bytes:5
14:28:22.0 (654349)|STATEMENT_EXECUTE|[23]
14:28:22.0 (656501)|STATEMENT_EXECUTE|[24]
14:28:22.0 (659211)|HEAP_ALLOCATE|[24]|Bytes:1
14:28:22.0 (672256)|HEAP_ALLOCATE|[24]|Bytes:1
14:28:22.0 (682862)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:28:22.0 (686971)|STATEMENT_EXECUTE|[25]
14:28:22.0 (689342)|HEAP_ALLOCATE|[25]|Bytes:65
14:28:22.0 (703004)|HEAP_ALLOCATE|[25]|Bytes:4
14:28:22.0 (869954)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:28:22.0 (2856544)|SOQL_EXECUTE_END|[25]|Rows:10
14:28:22.0 (2877348)|HEAP_ALLOCATE|[25]|Bytes:44
14:28:22.0 (2914561)|HEAP_ALLOCATE|[25]|Bytes:1568
14:28:22.0 (2985704)|HEAP_ALLOCATE|[25]|Bytes:44
14:28:22.0 (2998232)|SYSTEM_MODE_EXIT|false
14:28:22.0 (3075448)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:28:22.0 (4166133)|EXECUTION_FINISHED
