34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:05:36.0 (61136)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:05:36.0 (97517)|EXECUTION_STARTED
14:05:36.0 (101167)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPurchased)
14:05:36.0 (114140)|SYSTEM_MODE_ENTER|true
14:05:36.0 (672517)|HEAP_ALLOCATE|[72]|Bytes:3
14:05:36.0 (711948)|HEAP_ALLOCATE|[77]|Bytes:152
14:05:36.0 (725445)|HEAP_ALLOCATE|[342]|Bytes:408
14:05:36.0 (738531)|HEAP_ALLOCATE|[355]|Bytes:408
14:05:36.0 (749986)|HEAP_ALLOCATE|[467]|Bytes:48
14:05:36.0 (775831)|HEAP_ALLOCATE|[139]|Bytes:6
14:05:36.0 (790873)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:05:36.0 (796835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:05:36.0 (808128)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:05:36.0 (814689)|STATEMENT_EXECUTE|[1]
14:05:36.0 (820017)|STATEMENT_EXECUTE|[1]
14:05:36.0 (851659)|HEAP_ALLOCATE|[50]|Bytes:5
14:05:36.0 (872879)|HEAP_ALLOCATE|[56]|Bytes:5
14:05:36.0 (880503)|HEAP_ALLOCATE|[64]|Bytes:7
14:05:36.0 (894867)|SYSTEM_MODE_ENTER|false
14:05:36.0 (906921)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:05:36.0 (915202)|SYSTEM_MODE_EXIT|false
14:05:36.0 (923708)|METHOD_EXIT|[1]|potential_Manager
14:05:36.0 (936026)|VARIABLE_SCOPE_BEGIN|[32]|name|String|false|false
14:05:36.0 (961116)|VARIABLE_ASSIGNMENT|[32]|name|""
14:05:36.0 (973779)|SYSTEM_MODE_ENTER|false
14:05:36.0 (978679)|HEAP_ALLOCATE|[33]|Bytes:5
14:05:36.0 (982925)|STATEMENT_EXECUTE|[32]
14:05:36.0 (985241)|STATEMENT_EXECUTE|[33]
14:05:36.0 (988076)|HEAP_ALLOCATE|[33]|Bytes:1
14:05:36.0 (1004106)|HEAP_ALLOCATE|[33]|Bytes:1
14:05:36.0 (1016633)|VARIABLE_ASSIGNMENT|[33]|name|"%"
14:05:36.0 (1021275)|STATEMENT_EXECUTE|[34]
14:05:36.0 (1024206)|HEAP_ALLOCATE|[34]|Bytes:283
14:05:36.0 (1042924)|HEAP_ALLOCATE|[34]|Bytes:4
14:05:36.0 (4919620)|SOQL_EXECUTE_BEGIN|[34]|Aggregations:2|SELECT Name, NumberOfEmployees, BillingAddress, Industry, (SELECT FirstName, LastName FROM Contacts), (SELECT Product__c FROM AccountPurchased__r) FROM Account WHERE (NumberOfEmployees > 10000 AND (Name = 'AXA' OR Name = 'Exxon Mobil' OR Name = 'General Electric' OR Name = 'Apple'))
14:05:36.0 (16437167)|SOQL_EXECUTE_END|[34]|Rows:4
14:05:36.0 (16492270)|HEAP_ALLOCATE|[34]|Bytes:20
14:05:36.0 (16556494)|HEAP_ALLOCATE|[34]|Bytes:2062
14:05:36.0 (16596926)|HEAP_ALLOCATE|[34]|Bytes:20
14:05:36.0 (16625330)|SYSTEM_MODE_EXIT|false
14:05:36.0 (16746574)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPurchased)
14:05:36.0 (17908951)|EXECUTION_FINISHED
