34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:05:13.0 (79320)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:05:13.0 (20070698)|EXECUTION_STARTED
14:05:13.0 (20078930)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:05:13.0 (20104581)|SYSTEM_MODE_ENTER|true
14:05:13.0 (21918168)|HEAP_ALLOCATE|[72]|Bytes:3
14:05:13.0 (21985979)|HEAP_ALLOCATE|[77]|Bytes:152
14:05:13.0 (22003544)|HEAP_ALLOCATE|[342]|Bytes:408
14:05:13.0 (22017666)|HEAP_ALLOCATE|[355]|Bytes:408
14:05:13.0 (22029788)|HEAP_ALLOCATE|[467]|Bytes:48
14:05:13.0 (22060660)|HEAP_ALLOCATE|[139]|Bytes:6
14:05:13.0 (22078686)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:05:13.0 (22108004)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:05:13.0 (22141277)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:05:13.0 (22151821)|STATEMENT_EXECUTE|[1]
14:05:13.0 (22159990)|STATEMENT_EXECUTE|[1]
14:05:13.0 (22200837)|HEAP_ALLOCATE|[50]|Bytes:5
14:05:13.0 (22234463)|HEAP_ALLOCATE|[56]|Bytes:5
14:05:13.0 (22256707)|HEAP_ALLOCATE|[64]|Bytes:7
14:05:13.0 (22282388)|SYSTEM_MODE_ENTER|false
14:05:13.0 (22295350)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:05:13.0 (22304532)|SYSTEM_MODE_EXIT|false
14:05:13.0 (22328242)|METHOD_EXIT|[1]|potential_Manager
14:05:13.0 (22344664)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:05:13.0 (22377792)|VARIABLE_ASSIGNMENT|[23]|name|""
14:05:13.0 (22395407)|SYSTEM_MODE_ENTER|false
14:05:13.0 (22403335)|HEAP_ALLOCATE|[24]|Bytes:5
14:05:13.0 (22410440)|STATEMENT_EXECUTE|[23]
14:05:13.0 (22412432)|STATEMENT_EXECUTE|[24]
14:05:13.0 (22415898)|HEAP_ALLOCATE|[24]|Bytes:1
14:05:13.0 (22435953)|HEAP_ALLOCATE|[24]|Bytes:1
14:05:13.0 (22449595)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:05:13.0 (22454209)|STATEMENT_EXECUTE|[25]
14:05:13.0 (22458370)|HEAP_ALLOCATE|[25]|Bytes:65
14:05:13.0 (22479650)|HEAP_ALLOCATE|[25]|Bytes:4
14:05:13.0 (23658657)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:05:13.0 (26703052)|SOQL_EXECUTE_END|[25]|Rows:10
14:05:13.0 (26743071)|HEAP_ALLOCATE|[25]|Bytes:44
14:05:13.0 (26800569)|HEAP_ALLOCATE|[25]|Bytes:1568
14:05:13.0 (26855088)|HEAP_ALLOCATE|[25]|Bytes:44
14:05:13.0 (26876620)|SYSTEM_MODE_EXIT|false
14:05:13.0 (27022650)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:05:13.0 (28434075)|EXECUTION_FINISHED
