34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:31:00.0 (61830)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:31:00.0 (100696)|EXECUTION_STARTED
14:31:00.0 (105314)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:31:00.0 (118911)|SYSTEM_MODE_ENTER|true
14:31:00.0 (475719)|HEAP_ALLOCATE|[72]|Bytes:3
14:31:00.0 (505343)|HEAP_ALLOCATE|[77]|Bytes:152
14:31:00.0 (521273)|HEAP_ALLOCATE|[342]|Bytes:408
14:31:00.0 (536225)|HEAP_ALLOCATE|[355]|Bytes:408
14:31:00.0 (547310)|HEAP_ALLOCATE|[467]|Bytes:48
14:31:00.0 (571327)|HEAP_ALLOCATE|[139]|Bytes:6
14:31:00.0 (667118)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:31:00.0 (673048)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:31:00.0 (684175)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:31:00.0 (690526)|STATEMENT_EXECUTE|[1]
14:31:00.0 (695727)|STATEMENT_EXECUTE|[1]
14:31:00.0 (723805)|HEAP_ALLOCATE|[50]|Bytes:5
14:31:00.0 (744447)|HEAP_ALLOCATE|[56]|Bytes:5
14:31:00.0 (751666)|HEAP_ALLOCATE|[64]|Bytes:7
14:31:00.0 (765130)|SYSTEM_MODE_ENTER|false
14:31:00.0 (775433)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:31:00.0 (781472)|SYSTEM_MODE_EXIT|false
14:31:00.0 (789020)|METHOD_EXIT|[1]|potential_Manager
14:31:00.0 (798986)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:31:00.0 (822460)|VARIABLE_ASSIGNMENT|[23]|name|""
14:31:00.0 (832364)|SYSTEM_MODE_ENTER|false
14:31:00.0 (836850)|HEAP_ALLOCATE|[24]|Bytes:5
14:31:00.0 (840976)|STATEMENT_EXECUTE|[23]
14:31:00.0 (843000)|STATEMENT_EXECUTE|[24]
14:31:00.0 (845549)|HEAP_ALLOCATE|[24]|Bytes:1
14:31:00.0 (860009)|HEAP_ALLOCATE|[24]|Bytes:1
14:31:00.0 (869870)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:31:00.0 (874620)|STATEMENT_EXECUTE|[25]
14:31:00.0 (876871)|HEAP_ALLOCATE|[25]|Bytes:65
14:31:00.0 (891891)|HEAP_ALLOCATE|[25]|Bytes:4
14:31:00.0 (1083260)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:31:00.0 (3190282)|SOQL_EXECUTE_END|[25]|Rows:10
14:31:00.0 (3210854)|HEAP_ALLOCATE|[25]|Bytes:44
14:31:00.0 (3249107)|HEAP_ALLOCATE|[25]|Bytes:1568
14:31:00.0 (3328413)|HEAP_ALLOCATE|[25]|Bytes:44
14:31:00.0 (3340321)|SYSTEM_MODE_EXIT|false
14:31:00.0 (3409055)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:31:00.0 (4739823)|EXECUTION_FINISHED
