34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:25:07.0 (65278)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:25:07.0 (109090)|EXECUTION_STARTED
14:25:07.0 (114268)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPurchased)
14:25:07.0 (128001)|SYSTEM_MODE_ENTER|true
14:25:07.0 (697747)|HEAP_ALLOCATE|[72]|Bytes:3
14:25:07.0 (737743)|HEAP_ALLOCATE|[77]|Bytes:152
14:25:07.0 (752722)|HEAP_ALLOCATE|[342]|Bytes:408
14:25:07.0 (765533)|HEAP_ALLOCATE|[355]|Bytes:408
14:25:07.0 (777419)|HEAP_ALLOCATE|[467]|Bytes:48
14:25:07.0 (803759)|HEAP_ALLOCATE|[139]|Bytes:6
14:25:07.0 (821949)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:25:07.0 (828818)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:25:07.0 (839097)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:25:07.0 (852239)|STATEMENT_EXECUTE|[1]
14:25:07.0 (858128)|STATEMENT_EXECUTE|[1]
14:25:07.0 (896791)|HEAP_ALLOCATE|[50]|Bytes:5
14:25:07.0 (917566)|HEAP_ALLOCATE|[56]|Bytes:5
14:25:07.0 (927166)|HEAP_ALLOCATE|[64]|Bytes:7
14:25:07.0 (945607)|SYSTEM_MODE_ENTER|false
14:25:07.0 (958497)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:25:07.0 (966639)|SYSTEM_MODE_EXIT|false
14:25:07.0 (976606)|METHOD_EXIT|[1]|potential_Manager
14:25:07.0 (989489)|VARIABLE_SCOPE_BEGIN|[32]|name|String|false|false
14:25:07.0 (1015330)|VARIABLE_ASSIGNMENT|[32]|name|""
14:25:07.0 (1028629)|SYSTEM_MODE_ENTER|false
14:25:07.0 (1034890)|HEAP_ALLOCATE|[33]|Bytes:5
14:25:07.0 (1041126)|STATEMENT_EXECUTE|[32]
14:25:07.0 (1042976)|STATEMENT_EXECUTE|[33]
14:25:07.0 (1046443)|HEAP_ALLOCATE|[33]|Bytes:1
14:25:07.0 (1062642)|HEAP_ALLOCATE|[33]|Bytes:1
14:25:07.0 (1075303)|VARIABLE_ASSIGNMENT|[33]|name|"%"
14:25:07.0 (1081120)|STATEMENT_EXECUTE|[34]
14:25:07.0 (1084388)|HEAP_ALLOCATE|[34]|Bytes:283
14:25:07.0 (1103306)|HEAP_ALLOCATE|[34]|Bytes:4
14:25:07.0 (4882060)|SOQL_EXECUTE_BEGIN|[34]|Aggregations:2|SELECT Name, NumberOfEmployees, BillingAddress, Industry, (SELECT FirstName, LastName FROM Contacts), (SELECT Product__c FROM AccountPurchased__r) FROM Account WHERE (NumberOfEmployees > 10000 AND (Name = 'AXA' OR Name = 'Exxon Mobil' OR Name = 'General Electric' OR Name = 'Apple'))
14:25:07.0 (16510489)|SOQL_EXECUTE_END|[34]|Rows:4
14:25:07.0 (16566553)|HEAP_ALLOCATE|[34]|Bytes:20
14:25:07.0 (16624896)|HEAP_ALLOCATE|[34]|Bytes:2062
14:25:07.0 (16655776)|HEAP_ALLOCATE|[34]|Bytes:20
14:25:07.0 (16677550)|SYSTEM_MODE_EXIT|false
14:25:07.0 (16816965)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPurchased)
14:25:07.0 (18067384)|EXECUTION_FINISHED
