34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:37:06.0 (62132)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:37:06.0 (97256)|EXECUTION_STARTED
14:37:06.0 (111203)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:37:06.0 (128414)|SYSTEM_MODE_ENTER|true
14:37:06.0 (533806)|HEAP_ALLOCATE|[72]|Bytes:3
14:37:06.0 (576747)|HEAP_ALLOCATE|[77]|Bytes:152
14:37:06.0 (593038)|HEAP_ALLOCATE|[342]|Bytes:408
14:37:06.0 (606272)|HEAP_ALLOCATE|[355]|Bytes:408
14:37:06.0 (617752)|HEAP_ALLOCATE|[467]|Bytes:48
14:37:06.0 (643613)|HEAP_ALLOCATE|[139]|Bytes:6
14:37:06.0 (756868)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:37:06.0 (762864)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:37:06.0 (772775)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:37:06.0 (779826)|STATEMENT_EXECUTE|[1]
14:37:06.0 (785845)|STATEMENT_EXECUTE|[1]
14:37:06.0 (817323)|HEAP_ALLOCATE|[50]|Bytes:5
14:37:06.0 (841429)|HEAP_ALLOCATE|[56]|Bytes:5
14:37:06.0 (848818)|HEAP_ALLOCATE|[64]|Bytes:7
14:37:06.0 (871404)|SYSTEM_MODE_ENTER|false
14:37:06.0 (886122)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:37:06.0 (895313)|SYSTEM_MODE_EXIT|false
14:37:06.0 (905800)|METHOD_EXIT|[1]|potential_Manager
14:37:06.0 (916316)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:37:06.0 (941310)|VARIABLE_ASSIGNMENT|[23]|name|""
14:37:06.0 (954297)|SYSTEM_MODE_ENTER|false
14:37:06.0 (959666)|HEAP_ALLOCATE|[24]|Bytes:5
14:37:06.0 (964202)|STATEMENT_EXECUTE|[23]
14:37:06.0 (966535)|STATEMENT_EXECUTE|[24]
14:37:06.0 (969820)|HEAP_ALLOCATE|[24]|Bytes:1
14:37:06.0 (989392)|HEAP_ALLOCATE|[24]|Bytes:1
14:37:06.0 (1000052)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:37:06.0 (1005061)|STATEMENT_EXECUTE|[25]
14:37:06.0 (1007691)|HEAP_ALLOCATE|[25]|Bytes:65
14:37:06.0 (1029862)|HEAP_ALLOCATE|[25]|Bytes:4
14:37:06.0 (1222583)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:37:06.0 (3676885)|SOQL_EXECUTE_END|[25]|Rows:10
14:37:06.0 (3706544)|HEAP_ALLOCATE|[25]|Bytes:44
14:37:06.0 (3757442)|HEAP_ALLOCATE|[25]|Bytes:1568
14:37:06.0 (3875375)|HEAP_ALLOCATE|[25]|Bytes:44
14:37:06.0 (3895528)|SYSTEM_MODE_EXIT|false
14:37:06.0 (3987667)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:37:06.0 (5152331)|EXECUTION_FINISHED
