34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:32:24.0 (68640)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
13:32:24.0 (107972)|EXECUTION_STARTED
13:32:24.0 (112785)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
13:32:24.0 (127890)|SYSTEM_MODE_ENTER|true
13:32:24.0 (1029141)|HEAP_ALLOCATE|[72]|Bytes:3
13:32:24.0 (1093299)|HEAP_ALLOCATE|[77]|Bytes:152
13:32:24.0 (1108071)|HEAP_ALLOCATE|[342]|Bytes:408
13:32:24.0 (1120228)|HEAP_ALLOCATE|[355]|Bytes:408
13:32:24.0 (1130726)|HEAP_ALLOCATE|[467]|Bytes:48
13:32:24.0 (1157719)|HEAP_ALLOCATE|[139]|Bytes:6
13:32:24.0 (1173325)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
13:32:24.0 (1187239)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
13:32:24.0 (1197984)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
13:32:24.0 (1211333)|STATEMENT_EXECUTE|[1]
13:32:24.0 (1218795)|STATEMENT_EXECUTE|[1]
13:32:24.0 (1250932)|HEAP_ALLOCATE|[50]|Bytes:5
13:32:24.0 (1274726)|HEAP_ALLOCATE|[56]|Bytes:5
13:32:24.0 (1282214)|HEAP_ALLOCATE|[64]|Bytes:7
13:32:24.0 (1300064)|SYSTEM_MODE_ENTER|false
13:32:24.0 (1314599)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
13:32:24.0 (1322451)|SYSTEM_MODE_EXIT|false
13:32:24.0 (1330436)|METHOD_EXIT|[1]|potential_Manager
13:32:24.0 (1341384)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
13:32:24.0 (1366831)|VARIABLE_ASSIGNMENT|[23]|name|""
13:32:24.0 (1379390)|SYSTEM_MODE_ENTER|false
13:32:24.0 (1384538)|HEAP_ALLOCATE|[24]|Bytes:5
13:32:24.0 (1391294)|STATEMENT_EXECUTE|[23]
13:32:24.0 (1393868)|STATEMENT_EXECUTE|[24]
13:32:24.0 (1397055)|HEAP_ALLOCATE|[24]|Bytes:1
13:32:24.0 (1416413)|HEAP_ALLOCATE|[24]|Bytes:1
13:32:24.0 (1426345)|VARIABLE_ASSIGNMENT|[24]|name|"%"
13:32:24.0 (1431969)|STATEMENT_EXECUTE|[25]
13:32:24.0 (1434615)|HEAP_ALLOCATE|[25]|Bytes:65
13:32:24.0 (1455714)|HEAP_ALLOCATE|[25]|Bytes:4
13:32:24.0 (2401406)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
13:32:24.0 (6244933)|SOQL_EXECUTE_END|[25]|Rows:10
13:32:24.0 (6269371)|HEAP_ALLOCATE|[25]|Bytes:44
13:32:24.0 (6306270)|HEAP_ALLOCATE|[25]|Bytes:1568
13:32:24.0 (6346792)|HEAP_ALLOCATE|[25]|Bytes:44
13:32:24.0 (6361853)|SYSTEM_MODE_EXIT|false
13:32:24.0 (6458855)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
13:32:24.0 (7688257)|EXECUTION_FINISHED
