34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:25:07.0 (78152)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:25:07.0 (123278)|EXECUTION_STARTED
14:25:07.0 (127557)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:25:07.0 (145783)|SYSTEM_MODE_ENTER|true
14:25:07.0 (1446189)|HEAP_ALLOCATE|[72]|Bytes:3
14:25:07.0 (1502220)|HEAP_ALLOCATE|[77]|Bytes:152
14:25:07.0 (1519353)|HEAP_ALLOCATE|[342]|Bytes:408
14:25:07.0 (1532656)|HEAP_ALLOCATE|[355]|Bytes:408
14:25:07.0 (1544660)|HEAP_ALLOCATE|[467]|Bytes:48
14:25:07.0 (1577188)|HEAP_ALLOCATE|[139]|Bytes:6
14:25:07.0 (1595981)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:25:07.0 (1618357)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:25:07.0 (1644575)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:25:07.0 (1654813)|STATEMENT_EXECUTE|[1]
14:25:07.0 (1661628)|STATEMENT_EXECUTE|[1]
14:25:07.0 (1701928)|HEAP_ALLOCATE|[50]|Bytes:5
14:25:07.0 (1724693)|HEAP_ALLOCATE|[56]|Bytes:5
14:25:07.0 (1733436)|HEAP_ALLOCATE|[64]|Bytes:7
14:25:07.0 (1752915)|SYSTEM_MODE_ENTER|false
14:25:07.0 (1766538)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:25:07.0 (1775962)|SYSTEM_MODE_EXIT|false
14:25:07.0 (1797229)|METHOD_EXIT|[1]|potential_Manager
14:25:07.0 (1811149)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:25:07.0 (1840649)|VARIABLE_ASSIGNMENT|[23]|name|""
14:25:07.0 (1855720)|SYSTEM_MODE_ENTER|false
14:25:07.0 (1862636)|HEAP_ALLOCATE|[24]|Bytes:5
14:25:07.0 (1869003)|STATEMENT_EXECUTE|[23]
14:25:07.0 (1871422)|STATEMENT_EXECUTE|[24]
14:25:07.0 (1874761)|HEAP_ALLOCATE|[24]|Bytes:1
14:25:07.0 (1895840)|HEAP_ALLOCATE|[24]|Bytes:1
14:25:07.0 (1907521)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:25:07.0 (1912866)|STATEMENT_EXECUTE|[25]
14:25:07.0 (1916215)|HEAP_ALLOCATE|[25]|Bytes:65
14:25:07.0 (1937845)|HEAP_ALLOCATE|[25]|Bytes:4
14:25:07.0 (3034941)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:25:07.0 (5921499)|SOQL_EXECUTE_END|[25]|Rows:10
14:25:07.0 (5972737)|HEAP_ALLOCATE|[25]|Bytes:44
14:25:07.0 (6016330)|HEAP_ALLOCATE|[25]|Bytes:1568
14:25:07.0 (6068017)|HEAP_ALLOCATE|[25]|Bytes:44
14:25:07.0 (6088143)|SYSTEM_MODE_EXIT|false
14:25:07.0 (6214377)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:25:07.0 (7707647)|EXECUTION_FINISHED
