34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:26:24.0 (67484)|USER_INFO|[EXTERNAL]|0051H000008yiOQ|pavel@topengineer.io|Pacific Standard Time|GMT-07:00
14:26:24.0 (100703)|EXECUTION_STARTED
14:26:24.0 (105319)|CODE_UNIT_STARTED|[EXTERNAL]|0661H000002Q8fN|VFRemote: potential_Manager invoke(selectPot)
14:26:24.0 (124473)|SYSTEM_MODE_ENTER|true
14:26:24.0 (1161532)|HEAP_ALLOCATE|[72]|Bytes:3
14:26:24.0 (1253260)|HEAP_ALLOCATE|[77]|Bytes:152
14:26:24.0 (1276316)|HEAP_ALLOCATE|[342]|Bytes:408
14:26:24.0 (1296026)|HEAP_ALLOCATE|[355]|Bytes:408
14:26:24.0 (1314518)|HEAP_ALLOCATE|[467]|Bytes:48
14:26:24.0 (1350423)|HEAP_ALLOCATE|[139]|Bytes:6
14:26:24.0 (1372354)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:148
14:26:24.0 (1411722)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
14:26:24.0 (1441902)|METHOD_ENTRY|[1]|01p1H000005w2NJ|potential_Manager.potential_Manager()
14:26:24.0 (1452087)|STATEMENT_EXECUTE|[1]
14:26:24.0 (1459409)|STATEMENT_EXECUTE|[1]
14:26:24.0 (1501518)|HEAP_ALLOCATE|[50]|Bytes:5
14:26:24.0 (1533174)|HEAP_ALLOCATE|[56]|Bytes:5
14:26:24.0 (1543682)|HEAP_ALLOCATE|[64]|Bytes:7
14:26:24.0 (1563453)|SYSTEM_MODE_ENTER|false
14:26:24.0 (1583182)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:26:24.0 (1594075)|SYSTEM_MODE_EXIT|false
14:26:24.0 (1620909)|METHOD_EXIT|[1]|potential_Manager
14:26:24.0 (1639319)|VARIABLE_SCOPE_BEGIN|[23]|name|String|false|false
14:26:24.0 (1675801)|VARIABLE_ASSIGNMENT|[23]|name|""
14:26:24.0 (1694309)|SYSTEM_MODE_ENTER|false
14:26:24.0 (1702471)|HEAP_ALLOCATE|[24]|Bytes:5
14:26:24.0 (1709498)|STATEMENT_EXECUTE|[23]
14:26:24.0 (1712100)|STATEMENT_EXECUTE|[24]
14:26:24.0 (1715953)|HEAP_ALLOCATE|[24]|Bytes:1
14:26:24.0 (1742068)|HEAP_ALLOCATE|[24]|Bytes:1
14:26:24.0 (1757702)|VARIABLE_ASSIGNMENT|[24]|name|"%"
14:26:24.0 (1764481)|STATEMENT_EXECUTE|[25]
14:26:24.0 (1768077)|HEAP_ALLOCATE|[25]|Bytes:65
14:26:24.0 (1797083)|HEAP_ALLOCATE|[25]|Bytes:4
14:26:24.0 (2962714)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT product__c, potential__c, probability__c FROM Potential__c
14:26:24.0 (5350914)|SOQL_EXECUTE_END|[25]|Rows:10
14:26:24.0 (5375766)|HEAP_ALLOCATE|[25]|Bytes:44
14:26:24.0 (5417030)|HEAP_ALLOCATE|[25]|Bytes:1568
14:26:24.0 (5453920)|HEAP_ALLOCATE|[25]|Bytes:44
14:26:24.0 (5467863)|SYSTEM_MODE_EXIT|false
14:26:24.0 (5564723)|CODE_UNIT_FINISHED|VFRemote: potential_Manager invoke(selectPot)
14:26:24.0 (6706132)|EXECUTION_FINISHED
